"","Provider.ID","HAI_1_SIR","HAI_2_SIR","HAI_3_SIR","HAI_4_SIR","HAI_5_SIR","HAI_6_SIR","COMP_HIP_KNEE_Score","PSI_90_SAFETY_Score"
"4015",450130,"0.19","0.354","0.636",NA,"0","0.492","2.7","0.94"
"4016",450132,"0.685","0.759","1.524",NA,"0.617","0.824","4.0","1.05"
"4017",450133,"0.658","0.276","0.975","1.596","0.741","0.748","3.0","0.96"
"4018",450135,"0.384","0.825","1.015","1.081","0.192","0.895","2.6","0.83"
"4019",450137,"1.202","0.404","1.486","0.387","0.969","1.2","2.6","0.95"
"4020",450143,NA,NA,NA,NA,NA,NA,NA,"0.90"
"4021",450144,NA,NA,NA,NA,NA,NA,NA,"0.87"
"4022",450147,"0.301","0.465","0","0","3.142","0.531","2.6","0.85"
"4023",450148,"0","0","0",NA,NA,"1.293","4.2","0.94"
"4024",450152,"0","0","0",NA,"1.561","0.66","5.0","0.81"
"4025",450154,NA,"0.38",NA,NA,NA,"0.279","3.4","0.73"
"4026",450155,NA,NA,NA,NA,NA,"1.583",NA,"0.88"
"4027",450162,NA,"0.63",NA,NA,NA,NA,"1.8","0.89"
"4028",450163,"0.47","0",NA,NA,NA,"0.505",NA,"0.75"
"4029",450165,"0","0",NA,NA,NA,"0.779",NA,"0.78"
"4030",450176,"1.416","0.615","3.257",NA,"0.557","0.872","2.5","0.67"
"4031",450177,NA,"0",NA,NA,NA,"0.457",NA,"0.83"
"4032",450178,NA,"0",NA,NA,NA,"0",NA,"0.95"
"4033",450184,"0.702","0.13","0.686","1.024","0.859","1.009","4.3","0.60"
"4034",450187,NA,"0.545",NA,NA,NA,"1.171","2.7","0.92"
"4035",450192,NA,NA,NA,NA,NA,"0","3.9","0.87"
"4036",450193,"0.511","0.962","1.086","0","1.222","1.299","2.9","1.37"
"4037",450194,NA,"0",NA,NA,NA,"0.395","3.0","0.77"
"4038",450196,"0.708","0.846","0",NA,"1.38","0.994","2.8","0.79"
"4039",450200,"1.48","1.375","0",NA,"2.126","0.578","3.7","1.10"
"4040",450203,"0","0","0",NA,"0","0.33","2.9","0.66"
"4041",450209,"0.9","0.672","0.266",NA,"1.046","1.158","3.8","1.10"
"4042",450210,NA,NA,NA,NA,NA,"0",NA,"0.89"
"4043",450211,"0.192","0.424","0.504",NA,"0","1.29","2.6","0.72"
"4044",450213,"0.446","0.77","1.868","1.325","1.332","1.003",NA,"1.33"
"4045",450214,NA,NA,NA,NA,NA,NA,NA,"0.82"
"4046",450219,NA,NA,NA,NA,NA,NA,NA,"0.84"
"4047",450221,NA,NA,NA,NA,NA,"0",NA,"0.85"
"4048",450222,"1.508","0.474","0.525","0","3.327","0.781","3.9","0.84"
"4049",450229,"0.397","0.36","0.821",NA,"1.237","0.837","3.7","0.80"
"4050",450231,"1.06","0.231","2.63","1.704","0.314","1.295","4.7","1.18"
"4051",450235,NA,NA,NA,NA,NA,"0",NA,"0.83"
"4052",450236,"0.774","0",NA,NA,NA,"0.207","3.2","0.92"
"4053",450237,"0.523","0.652","1.788","0","1.272","1.494","2.7","0.91"
"4054",450241,NA,NA,NA,NA,NA,NA,NA,"0.90"
"4055",450243,NA,NA,NA,NA,NA,NA,NA,"0.90"
"4056",450253,NA,NA,NA,NA,NA,NA,NA,"0.90"
"4057",450271,"0.295","0.187","1.128",NA,"1.381","1.652","3.3","0.82"
"4058",450272,"0.464","0","0.564","0.882",NA,"1.243","4.0","0.81"
"4059",450280,"0","0.16","0.539",NA,"1.189","0.695","2.7","0.88"
"4060",450289,"0.554","0.453","0.888","1.679","0.526","0.636",NA,"1.54"
"4061",450292,"0","1.046",NA,NA,NA,"0.226","2.8","0.82"
"4062",450293,NA,NA,NA,NA,NA,NA,NA,"0.90"
"4063",450299,"0.484","0.7",NA,NA,NA,"0.566","3.5","0.86"
"4064",450306,NA,NA,NA,NA,NA,NA,NA,"0.90"
"4065",450324,"0.412","0.393","0","0.401","1.922","1.174","4.3","1.21"
"4066",450330,"0","0.182",NA,NA,"1.709","1.384",NA,"1.08"
"4067",450340,"0","1.323",NA,"0",NA,"1.01","2.4","0.85"
"4068",450346,"0.648","0.495","2.524",NA,"0.858","0.232","2.6","0.77"
"4069",450347,"0.471","1.187","0.898",NA,"0.607","1.096","2.2","0.70"
"4070",450348,NA,NA,NA,NA,NA,NA,NA,"0.90"
"4071",450351,NA,"0",NA,NA,NA,"0.41","2.7","0.93"
"4072",450352,"0.263","0",NA,NA,"0.907","0.825","3.7","0.94"
"4073",450358,"0.851","0.546","2.035","2.197","1.127","0.913","3.0","0.94"
"4074",450369,NA,NA,NA,NA,NA,NA,"2.8","0.83"
"4075",450370,NA,"0",NA,NA,NA,"0.429",NA,"0.90"
"4076",450372,"0.47","0.447","1.577",NA,NA,"0.838","2.7","1.01"
"4077",450379,"0.339","0",NA,NA,NA,"1.794","4.3","0.76"
"4078",450388,"0.306","0.67","0.958","0.723","0.962","1.066","3.1","0.63"
"4079",450389,"0","0.116",NA,NA,"0","0.386","3.3","0.73"
"4080",450395,NA,"0.556",NA,NA,NA,"0","3.3","0.86"
"4081",450399,NA,NA,NA,NA,NA,NA,NA,"0.90"
"4082",450400,NA,NA,NA,NA,NA,NA,NA,"0.87"
"4083",450403,"0","0.435","0",NA,"0","1.307","3.4","0.78"
"4084",450411,NA,NA,NA,NA,NA,"0.646",NA,"0.84"
"4085",450419,NA,"0.732",NA,NA,NA,"0.993",NA,"0.90"
"4086",450422,NA,"0",NA,NA,NA,"0","2.5","0.75"
"4087",450424,"0.29","0.182","2.011",NA,"0.765","0.708","3.4","0.86"
"4088",450431,"0.471","0.361","1.92","0.978","0.761","0.765","2.3","0.47"
"4089",450447,"0","0.418",NA,NA,NA,"0.792","3.0","1.05"
"4090",450451,NA,NA,NA,NA,NA,NA,NA,"0.87"
"4091",450460,NA,NA,NA,NA,NA,"0",NA,"0.89"
"4092",450462,"0.517","0.464","1.475","0.213","0.343","1.083","2.2","0.81"
"4093",450465,NA,"0",NA,NA,NA,"1.38",NA,"0.78"
"4094",450469,"0.332","0.299","0",NA,"2.402","0.859","3.4","0.99"
"4095",450475,NA,NA,NA,NA,NA,"0.819","3.6","0.84"
"4096",450484,"0.327","0.174",NA,NA,"0","0.188","3.4","1.10"
"4097",450488,NA,NA,NA,NA,NA,NA,NA,"0.90"
"4098",450489,NA,NA,NA,NA,NA,NA,NA,"0.94"
"4099",450498,NA,NA,NA,NA,NA,NA,NA,"0.97"
"4100",450508,"0.646","0.579","0",NA,"1.601","0.599","3.1","0.74"
"4101",450518,"1.61","0.826","2.793",NA,"0.57","0.655","3.1","0.62"
"4102",450537,"0.57","0.581","0",NA,"0.446","1.011","2.4","0.91"
"4103",450539,NA,"0",NA,NA,NA,"0.246","2.8","0.78"
"4104",450558,"0","0.35",NA,NA,"1.547","0.638","3.1","0.67"
"4105",450563,"0.717","0","1.288","0","0.409","0.874","2.4","1.16"
"4106",450565,NA,"0",NA,NA,NA,NA,NA,"1.09"
"4107",450571,"0.58","0.577","1.612",NA,"0.481","0.543","2.9","0.75"
"4108",450573,NA,"0",NA,NA,NA,"0",NA,"0.94"
"4109",450578,NA,NA,NA,NA,NA,NA,NA,"0.90"
"4110",450580,NA,NA,NA,NA,NA,"0.919",NA,"0.93"
"4111",450584,NA,NA,NA,NA,NA,"0.673",NA,"0.88"
"4112",450586,NA,NA,NA,NA,NA,NA,NA,"0.89"
"4113",450587,"0","0.271",NA,NA,"0","0.322","3.6","0.65"
"4114",450596,"1.14","0",NA,NA,NA,"0.24","2.6","0.83"
"4115",450597,NA,"0.6",NA,NA,NA,"2.244",NA,"0.86"
"4116",450604,NA,"0","0.431",NA,NA,"0.47","3.2","0.67"
"4117",450605,NA,NA,NA,NA,NA,"0",NA,"0.96"
"4118",450610,"0.443","0.101","0.633","1.619","1.012","0.784","3.0","0.44"
"4119",450617,"0.629","0.375","0.603","0.594","0.488","1.328","2.8","0.82"
"4120",450620,NA,NA,NA,NA,NA,"0",NA,"0.89"
"4121",450634,"0.358","0.055","0.951",NA,"1","0.766","3.0","0.89"
"4122",450638,"0.088","0.093","0.813","0.751","0.438","0.738","3.2","0.91"
"4123",450639,"0.284","0.642","0.845","2.203","0.471","0.951","3.1","0.81"
"4124",450641,NA,NA,NA,NA,NA,"0",NA,"0.90"
"4125",450643,"0.518","0.217","0.505",NA,"1.123","0.758","2.8","0.58"
"4126",450644,"0.836","0.24","1.306","0","1.629","1.198","2.9","0.83"
"4127",450647,"0.355","0.53","0.536","0.608","1.102","1.4","2.5","0.94"
"4128",450651,"0.571","0.242","0.458","0.596","0.191","1.141","3.1","0.93"
"4129",450653,NA,"0",NA,NA,NA,"0.863",NA,"0.85"
"4130",450654,NA,NA,NA,NA,NA,NA,NA,"0.88"
"4131",450656,"0.291","0.34","0",NA,NA,"0.84","3.2","0.81"
"4132",450658,NA,NA,NA,NA,NA,NA,NA,"0.90"
"4133",450659,"0.513","0.332",NA,NA,NA,"0.779","3.0","0.74"
"4134",450661,"0.574","0.185","0.715",NA,"0","0.372","2.8","0.81"
"4135",450662,"0.837","0.225","2.028","0","3.088","1.999","2.6","0.80"
"4136",450668,"0.217","0.532","0",NA,"1.366","0.717","3.1","0.97"
"4137",450669,"0.347","0",NA,NA,"0","1.934","3.2","0.89"
"4138",450670,"0.494","0.584","0",NA,"1.095","0.934","3.2","0.98"
"4139",450672,"0.658","1.053","2.259",NA,"1.81","1.007","2.1","0.92"
"4140",450674,"0.588","0","0","0.088","0","0.145",NA,"0.93"
"4141",450675,"0.546","0.478","0.805","0.817","1.524","0.658","2.9","0.76"
"4142",450677,"0.239","0.25","0.319",NA,"0","0.534","2.9","0.93"
"4143",450678,"0.66","0.285",NA,NA,"0","0.304","3.0","0.92"
"4144",450684,"0.326","0.573","1.097",NA,"2.321","0.866",NA,"0.61"
"4145",450686,"0.806","0.577","0.185",NA,"1.114","2.007","2.7","0.62"
"4146",450688,"0.324","0","0",NA,"0","1.259","3.2","0.73"
"4147",450690,"0","0.407","0",NA,NA,"0.6",NA,"0.84"
"4148",450694,NA,NA,NA,NA,NA,"3.621",NA,"0.86"
"4149",450697,"0.54","0.49","0.708",NA,"0","1.096","3.2","0.83"
"4150",450698,NA,NA,NA,NA,NA,NA,NA,"0.90"
"4151",450702,"1.19","1.192","0.406",NA,"1.994","0.306","3.2","0.78"
"4152",450709,"0.484","0.167","0.512",NA,"1.775","0.775","3.4","0.98"
"4153",450711,"0.642","0.319","0.864","0","0.721","0.528","2.9","0.99"
"4154",450713,"0.626","0.681","1.126","1.855","2.299","0.758","3.3","0.59"
"4155",450716,"0.641","0","0.691","0.531","0","0.695",NA,"0.79"
"4156",450718,"0.567","0.083","1.476","0","0.634","1.122","2.6","0.53"
"4157",450723,"0.429","0.453","1.122","1.433","0.305","0.786","2.1","1.02"
"4158",450730,"0.411","0.472","0.596",NA,"2.816","1.262","3.2","1.17"
"4159",450742,"0.233","0","2.469",NA,"0","0.244",NA,"0.78"
"4160",450743,"0.842","0.604","0.372",NA,"1.426","1.7","4.0","0.64"
"4161",450746,NA,NA,NA,NA,NA,NA,NA,"0.90"
"4162",450747,NA,"0.175",NA,NA,NA,"0.351","3.7","0.80"
"4163",450749,NA,NA,NA,NA,NA,NA,NA,"0.90"
"4164",450754,NA,NA,NA,NA,NA,NA,NA,"0.90"
"4165",450755,NA,NA,NA,NA,NA,"2.902",NA,"0.88"
"4166",450766,"0.181","0.429",NA,NA,"0","0.621",NA,"0.76"
"4167",450771,"0.364","0.958","0.672","0.925","0","1.46","2.8","0.87"
"4168",450774,NA,NA,NA,NA,NA,NA,"2.6","0.85"
"4169",450775,"1.114","0.541","0.928","0","2.318","1.048","3.3","0.61"
"4170",450779,"0","0.292","0","0.364","0.949","1.579","2.7","0.76"
"4171",450780,NA,NA,NA,NA,NA,NA,"2.4","0.80"
"4172",450788,"1.184","0.611","1.073","0.513","3.381","0.981","3.3","0.70"
"4173",450797,NA,NA,NA,NA,NA,NA,NA,"0.90"
"4174",450801,"0.497","0.123","0.163","0","1.017","0.373","4.1","0.97"
"4175",450803,NA,"0",NA,NA,NA,NA,NA,"0.81"
"4176",450804,NA,NA,NA,NA,NA,"0.451","2.2","0.58"
"4177",450808,NA,NA,NA,NA,NA,NA,NA,"0.85"
"4178",450809,"0.393","0.938","0.738","0.378","1.074","0.776","3.2","0.78"
"4179",450820,"0.357","0.317","0.345","0.8","1.048","1.567","4.4","0.68"
"4180",450822,"0.584","0.818","0",NA,NA,"0.574",NA,"0.79"
"4181",450825,NA,NA,NA,NA,NA,NA,"2.2","0.77"
"4182",450827,NA,"0",NA,NA,NA,"0","3.1","0.67"
"4183",450828,"1.572","0.552","0.747",NA,NA,"0",NA,"0.77"
"4184",450831,NA,NA,NA,NA,NA,NA,NA,"0.88"
"4185",450833,NA,"0",NA,NA,NA,"0",NA,"0.90"
"4186",450834,NA,NA,NA,NA,NA,NA,"3.6","1.16"
"4187",450840,"0.533","0.432",NA,NA,NA,"0.626","2.9","0.80"
"4188",450844,"0.579","0.326","1.482","0.917","0.661","1.571","3.0","0.74"
"4189",450845,NA,NA,NA,NA,NA,NA,"2.9","0.78"
"4190",450847,"0.206","0.246","0.853",NA,"0.535","0.993","2.7","0.63"
"4191",450848,"0.463","0","0.399",NA,"2.185","0.426","3.4","0.77"
"4192",450851,NA,NA,NA,NA,NA,"0.5",NA,"0.87"
"4193",450853,NA,"0",NA,NA,NA,"0.12","2.8","0.83"
"4194",450855,"2.683","0.602",NA,NA,NA,"0.198","2.4","0.78"
"4195",450856,NA,NA,NA,NA,NA,"0","4.1","0.75"
"4196",450860,NA,NA,NA,NA,NA,NA,"3.3","0.99"
"4197",450862,"1.084","0.689","0.656","0.814","1.064","1.661","2.9","1.00"
"4198",450864,NA,"0",NA,NA,NA,"0","2.7","0.67"
"4199",450865,NA,NA,NA,NA,NA,"0",NA,"0.88"
"4200",450867,"1.271","0","0",NA,NA,"0.615","2.6","0.71"
"4201",450869,"0.53","0.21","0",NA,"0.655","0.781","3.0","0.87"
"4202",450871,NA,NA,NA,NA,NA,NA,"3.3","0.72"
"4203",450872,"0","0","0","4.134",NA,"0",NA,"0.71"
"4204",450874,NA,"0",NA,NA,NA,NA,"2.4","0.82"
"4205",450875,NA,"0",NA,NA,NA,NA,"2.3","0.63"
"4206",450876,"0","0.808",NA,NA,NA,"1.121","2.6","0.87"
"4207",450877,NA,NA,"0",NA,NA,NA,"3.5","0.76"
"4208",450880,NA,NA,NA,NA,NA,NA,"2.7","0.75"
"4209",450883,NA,NA,NA,NA,NA,"0","2.7","0.82"
"4210",450885,"0","0.327",NA,NA,NA,"0.81",NA,"1.14"
"4211",450888,NA,NA,NA,NA,NA,"0","2.3","0.72"
"4212",450889,NA,NA,NA,NA,NA,NA,"2.4","0.84"
"4213",450890,"0.174","0.969","1.683",NA,"3.539","1.893","5.3","0.86"
"4214",450891,NA,"0",NA,"0.754",NA,"0",NA,"0.81"
"4215",450893,NA,NA,NA,NA,NA,"1.943",NA,"0.80"
"4216",450894,NA,"0.623",NA,NA,NA,NA,"3.7","0.90"
"4217",451300,NA,NA,NA,NA,NA,NA,NA,NA
"4218",451301,NA,NA,NA,NA,NA,NA,NA,NA
"4219",451303,NA,NA,NA,NA,NA,NA,NA,NA
"4220",451304,NA,NA,NA,NA,NA,NA,NA,NA
"4221",451305,NA,NA,NA,NA,NA,NA,NA,NA
"4222",451306,NA,NA,NA,NA,NA,NA,NA,NA
"4223",451307,NA,NA,NA,NA,NA,NA,NA,NA
"4224",451308,NA,NA,NA,NA,NA,NA,NA,NA
"4225",451309,NA,NA,NA,NA,NA,NA,NA,NA
"4226",451310,NA,NA,NA,NA,NA,NA,NA,NA
"4227",451311,NA,NA,NA,NA,NA,NA,NA,NA
"4228",451312,NA,NA,NA,NA,NA,NA,NA,NA
"4229",451313,NA,NA,NA,NA,NA,NA,NA,NA
"4230",451314,NA,NA,NA,NA,NA,NA,NA,NA
"4231",451315,NA,NA,NA,NA,NA,NA,NA,NA
"4232",451316,NA,NA,NA,NA,NA,NA,NA,NA
"4233",451317,NA,NA,NA,NA,NA,NA,NA,NA
"4234",451318,NA,NA,NA,NA,NA,NA,NA,NA
"4235",451319,NA,NA,NA,NA,NA,NA,NA,NA
"4236",451320,NA,NA,NA,NA,NA,NA,NA,NA
"4237",451322,NA,NA,NA,NA,NA,NA,NA,NA
"4238",451323,NA,NA,NA,NA,NA,NA,NA,NA
"4239",451324,NA,NA,NA,NA,NA,NA,NA,NA
"4240",451325,NA,NA,NA,NA,NA,NA,NA,NA
"4241",451326,NA,NA,NA,NA,NA,NA,NA,NA
"4242",451328,NA,NA,NA,NA,NA,NA,NA,NA
"4243",451329,NA,NA,NA,NA,NA,NA,NA,NA
"4244",451330,NA,NA,NA,NA,NA,NA,NA,NA
"4245",451331,NA,NA,NA,NA,NA,NA,"3.1",NA
"4246",451332,NA,NA,NA,NA,NA,NA,NA,NA
"4247",451333,NA,NA,NA,NA,NA,NA,NA,NA
"4248",451334,NA,NA,NA,NA,NA,NA,NA,NA
"4249",451335,NA,NA,NA,NA,NA,NA,NA,NA
"4250",451337,NA,NA,NA,NA,NA,NA,NA,NA
"4251",451338,NA,NA,NA,NA,NA,NA,NA,NA
"4252",451339,NA,NA,NA,NA,NA,NA,NA,NA
"4253",451340,NA,NA,NA,NA,NA,NA,NA,NA
"4254",451341,NA,NA,NA,NA,NA,NA,NA,NA
"4255",451342,NA,NA,NA,NA,NA,NA,NA,NA
"4256",451343,NA,NA,NA,NA,NA,NA,NA,NA
"4257",451344,NA,NA,NA,NA,NA,NA,NA,NA
"4258",451345,NA,NA,NA,NA,NA,NA,NA,NA
"4259",451346,NA,"0",NA,NA,NA,"0",NA,NA
"4260",451347,NA,NA,NA,NA,NA,NA,NA,NA
"4261",451348,NA,NA,NA,NA,NA,NA,NA,NA
"4262",451349,NA,NA,NA,NA,NA,NA,NA,NA
"4263",451350,NA,NA,NA,NA,NA,NA,NA,NA
"4264",451351,NA,NA,NA,NA,NA,NA,NA,NA
"4265",451352,NA,NA,NA,NA,NA,NA,NA,NA
"4266",451353,NA,NA,NA,NA,NA,NA,NA,NA
"4267",451354,NA,NA,NA,NA,NA,NA,NA,NA
"4268",451355,NA,NA,NA,NA,NA,NA,NA,NA
"4269",451356,NA,NA,NA,NA,NA,"0.984",NA,NA
"4270",451357,NA,NA,NA,NA,NA,NA,NA,NA
"4271",451358,NA,NA,NA,NA,NA,NA,NA,NA
"4272",451359,NA,NA,NA,NA,NA,NA,NA,NA
"4273",451360,NA,NA,NA,NA,NA,NA,NA,NA
"4274",451361,NA,NA,NA,NA,NA,NA,NA,NA
"4275",451362,NA,NA,NA,NA,NA,NA,NA,NA
"4276",451363,NA,NA,NA,NA,NA,NA,NA,NA
"4277",451364,NA,NA,NA,NA,NA,NA,NA,NA
"4278",451365,NA,NA,NA,NA,NA,"0","2.4",NA
"4279",451366,NA,NA,NA,NA,NA,NA,NA,NA
"4280",451367,NA,"0",NA,NA,NA,NA,NA,NA
"4281",451369,NA,NA,NA,NA,NA,NA,NA,NA
"4282",451370,NA,NA,NA,NA,NA,"1.872",NA,NA
"4283",451371,NA,NA,NA,NA,NA,"2.02",NA,NA
"4284",451372,NA,NA,NA,NA,NA,NA,NA,NA
"4285",451373,NA,NA,NA,NA,NA,NA,NA,NA
"4286",451374,NA,NA,NA,NA,NA,NA,NA,NA
"4287",451375,NA,NA,NA,NA,NA,NA,NA,NA
"4288",451376,NA,NA,NA,NA,NA,NA,NA,NA
"4289",451377,NA,NA,NA,NA,NA,NA,NA,NA
"4290",451378,NA,NA,NA,NA,NA,NA,NA,NA
"4291",451379,NA,NA,NA,NA,NA,NA,NA,NA
"4292",451380,NA,"0",NA,NA,NA,"0.362",NA,NA
"4293",451381,NA,NA,NA,NA,NA,NA,NA,NA
"4294",451382,NA,NA,NA,NA,NA,NA,NA,NA
"4295",451384,NA,NA,NA,NA,NA,NA,NA,NA
"4296",451385,NA,NA,NA,NA,NA,NA,NA,NA
"4297",453300,NA,NA,NA,NA,NA,NA,NA,NA
"4298",453301,NA,NA,NA,NA,NA,NA,NA,NA
"4299",453302,NA,NA,NA,NA,NA,NA,NA,NA
"4300",453304,NA,NA,NA,NA,NA,NA,NA,NA
"4301",453306,NA,NA,NA,NA,NA,NA,NA,NA
"4302",453308,NA,NA,NA,NA,NA,NA,NA,NA
"4303",453309,NA,NA,NA,NA,NA,NA,NA,NA
"4304",453310,NA,NA,NA,NA,NA,NA,NA,NA
"4305",453311,NA,NA,NA,NA,NA,NA,NA,NA
"4306",453312,NA,NA,NA,NA,NA,NA,NA,NA
"4307",453313,NA,NA,NA,NA,NA,NA,NA,NA
"4308",453314,NA,NA,NA,NA,NA,NA,NA,NA
"4309",453315,NA,NA,NA,NA,NA,NA,NA,NA
"4310",453316,NA,NA,NA,NA,NA,NA,NA,NA
"4311",460001,"0","0.683","0.209","0.288","0.56","0.821","3.7","1.04"
"4312",460003,"0.604","0",NA,NA,NA,"1.395","3.6","1.94"
"4313",460004,"0.171","0.5","1.635","0","0","0.519","3.4","1.41"
"4314",460005,"0.889","0.552","1.623","0.433","0","1.53","3.6","0.59"
"4315",460006,"1.427","0.715","1.218","2.054","2.524","1.244","3.3","0.88"
"4316",460007,"0.891","0.488","0",NA,NA,"0.631","3.2","0.78"
"4317",460009,"0.404","0.696","1.757","2.463","0.849","1.101","3.0","0.73"
"4318",460010,"0.552","1.809","0.916","2.249","0.471","0.974","3.7","1.21"
"4319",460011,NA,"0.486",NA,NA,NA,"2.386","3.1","0.81"
"4320",460013,"0","0.461",NA,NA,NA,"0.997","4.1","0.74"
"4321",460014,NA,NA,NA,NA,NA,"1.229","2.8","0.94"
"4322",460015,"0.522","0.623","0",NA,NA,"0.712","3.1","0.78"
"4323",460017,NA,NA,NA,NA,NA,"0.833","3.4","0.89"
"4324",460019,NA,"0",NA,NA,NA,"0.226","3.3","0.85"
"4325",460021,"0.169","0.559","0.199",NA,"2.085","0.951","3.1","0.69"
"4326",460023,"0","0","0.956",NA,NA,"0.79","4.1","1.06"
"4327",460026,NA,NA,NA,NA,NA,"0","3.1","0.87"
"4328",460030,NA,NA,NA,NA,NA,"0","2.7","0.81"
"4329",460033,NA,NA,NA,NA,NA,NA,NA,"0.90"
"4330",460035,NA,NA,NA,NA,NA,NA,NA,"0.90"
"4331",460039,NA,NA,NA,NA,NA,NA,NA,"0.88"
"4332",460041,"0","0.454","0","0",NA,"0.56","3.6","1.42"
"4333",460042,"0","0.629",NA,NA,NA,"1.22","2.7","0.59"
"4334",460043,NA,NA,NA,NA,NA,"0",NA,"0.90"
"4335",460044,NA,"0.405","0.949",NA,NA,"1.228","2.5","0.97"
"4336",460047,"1.443","0.53","0.952","0.768","1.305","1.031","3.0","0.89"
"4337",460049,NA,NA,NA,NA,NA,"0","2.7","0.93"
"4338",460051,"1.983","0.293","2.497",NA,"0","1.364","3.9","0.84"
"4339",460052,"0.831","0","0","0.868",NA,"0.603","3.3","0.93"
"4340",460054,NA,"0.841",NA,NA,NA,NA,"2.9","0.84"
"4341",460057,NA,NA,NA,NA,NA,"0.435","3.4","0.86"
"4342",460058,NA,"0.681","0.691","1.593",NA,"0.124","3.5","0.76"
"4343",460060,NA,NA,NA,NA,NA,"0",NA,"0.99"
"4344",461300,NA,NA,NA,NA,NA,NA,NA,NA
"4345",461301,NA,NA,NA,NA,NA,NA,NA,NA
"4346",461302,NA,NA,NA,NA,NA,NA,NA,NA
"4347",461303,NA,NA,NA,NA,NA,NA,NA,NA
"4348",461304,NA,NA,NA,NA,NA,NA,"4.1",NA
"4349",461305,NA,NA,NA,NA,NA,NA,NA,NA
"4350",461306,NA,NA,NA,NA,NA,NA,NA,NA
"4351",461307,NA,NA,NA,NA,NA,NA,NA,NA
"4352",461308,NA,NA,NA,NA,NA,NA,"2.7",NA
"4353",461309,NA,NA,NA,NA,NA,NA,NA,NA
"4354",461310,NA,NA,NA,NA,NA,NA,NA,NA
"4355",463301,NA,NA,NA,NA,NA,NA,NA,NA
"4356",463302,NA,NA,NA,NA,NA,NA,NA,NA
"4357",470001,"0","0.51",NA,NA,NA,"0.206","2.9","0.76"
"4358",470003,"0.623","0.662","2.495","2.765","1.211","0.776","2.0","0.85"
"4359",470005,"0.398","0.211","0.418",NA,"0","0.719","2.5","0.93"
"4360",470011,NA,"0",NA,NA,NA,"0.63","2.2","0.76"
"4361",470012,"0","0","0",NA,NA,"0.689","2.9","0.76"
"4362",470024,NA,"0.411",NA,NA,NA,"3.266","2.8","0.97"
"4363",471300,NA,NA,NA,NA,NA,"0",NA,NA
"4364",471301,NA,NA,NA,NA,NA,NA,"3.4",NA
"4365",471302,NA,NA,NA,NA,NA,NA,NA,NA
"4366",471303,NA,"0",NA,NA,NA,NA,"3.2",NA
"4367",471304,NA,NA,NA,NA,NA,NA,"2.6",NA
"4368",471305,NA,NA,NA,NA,NA,NA,"2.8",NA
"4369",471306,NA,NA,NA,NA,NA,"0.681","2.5",NA
"4370",471307,NA,NA,NA,NA,NA,NA,"2.4",NA
"4371",480001,"1.377","2.043",NA,NA,"1.921","0.498","2.9",NA
"4372",480002,"2.232","1.485","1.927",NA,"0","0.238",NA,NA
"4373",490001,"0","0.248",NA,NA,NA,"0.665",NA,"0.89"
"4374",490002,NA,"0",NA,NA,NA,"0.425",NA,"0.89"
"4375",490004,"0.229","0.367","1.429",NA,"0.633","1.254","2.9","0.89"
"4376",490005,"0.431","0.395","0.932",NA,"0.66","1.484","3.1","0.66"
"4377",490007,"0.226","0.652","2.093","2.555","0.68","0.767",NA,"1.22"
"4378",490009,"0.621","0.826","1.09","1.69","0.842","1.195","3.5","0.84"
"4379",490011,"0","0.641","0","0.727","2.672","0.817","3.3","0.94"
"4380",490013,"0","0.912","0.847",NA,NA,"0.611","3.6","0.93"
"4381",490017,"1.217","0.324","0",NA,"1.931","0.759","4.5","0.95"
"4382",490018,"0.866","0.47","1.209",NA,"0","0.551","2.9","0.81"
"4383",490019,"0","0",NA,NA,"0","0.32","4.9","0.80"
"4384",490020,"0.464","0.408",NA,NA,NA,"0.748","3.5","0.79"
"4385",490021,"0.7","0.69","0.596","0.592","0.404","0.647","3.1","0.72"
"4386",490022,"0.765","0.187","0.607",NA,"0.829","1.415","2.1","0.99"
"4387",490023,"0","0",NA,NA,NA,"0.436","5.0","1.13"
"4388",490024,"0.44","1.602","1.523","0.684","0.883","1.274","2.6","1.29"
"4389",490032,"0.615","0.53","2.671","2.37","1.374","1.283","3.0","0.90"
"4390",490033,NA,"0",NA,NA,NA,"0.375",NA,"0.87"
"4391",490037,"0.561","1.372",NA,NA,NA,"0.393",NA,"0.76"
"4392",490038,NA,"0",NA,NA,NA,"0.629","4.1","0.83"
"4393",490040,"1.448","1.113","1.846",NA,"0.631","1.187","4.8","0.88"
"4394",490041,"0.795","0.195","0","1.54","0.852","0.937","2.7","1.12"
"4395",490042,"0.192","0.101","0",NA,"0.492","0.973","2.9","0.89"
"4396",490043,"0.242","0.165","0.899",NA,"0.542","1.307","2.6","0.82"
"4397",490044,"0.512","0.31","1.058","3.781","1.38","0.557","2.6","0.67"
"4398",490045,"0.646","0.6","2.316",NA,"0","0.352","4.5","0.75"
"4399",490046,"0.505","0.193","0.711","3.109","0.276","0.559","2.1","0.61"
"4400",490048,"0.464","0.703","1.311","0.589","1.914","1.549","2.7","0.66"
"4401",490050,"0.425","0.536","0.556","0.786","0.851","0.716","3.1","0.79"
"4402",490052,"0","0.564","1.744","2.793","1.541","0.887","3.5","0.73"
"4403",490053,"0.31","0.223","0.402",NA,"1.413","0.854","3.5","0.75"
"4404",490057,"0","0.231","0.522",NA,"0.76","0.918","3.6","0.93"
